customer_id,customer_region,customer_segment
297,East,Consumer
298,Midwest,Small Business
299,South,Corporate
300,South,Corporate
301,West,Corporate
302,East,Consumer
303,South,Corporate
304,East,Consumer
305,East,Corporate
306,West,Consumer
307,South,Corporate
308,West,Small Business
309,West,Small Business
310,South,Consumer
311,South,Consumer
312,Midwest,Corporate
313,Midwest,Corporate
314,East,Small Business
315,South,Corporate
316,Midwest,Consumer
317,East,Consumer
318,East,Consumer
319,East,Consumer
320,Midwest,Consumer
321,South,Small Business
322,West,Small Business
323,East,Consumer
324,Midwest,Corporate
325,Midwest,Consumer
326,West,Small Business
327,West,Consumer
328,Midwest,Small Business
329,South,Small Business
330,West,Consumer
331,Midwest,Consumer
332,West,Corporate
333,South,Small Business
334,East,Corporate
335,West,Consumer
336,South,Small Business
337,Midwest,Corporate
338,West,Corporate
339,West,Corporate
340,Midwest,Consumer
341,East,Consumer
342,Midwest,Consumer
343,West,Small Business
344,Midwest,Consumer
345,South,Small Business
346,Midwest,Corporate
347,West,Corporate
348,Midwest,Consumer
349,East,Corporate
350,Midwest,Consumer
351,East,Small Business
352,South,Corporate
353,East,Consumer
354,Midwest,Corporate
355,West,Corporate
356,East,Consumer
357,South,Corporate
358,East,Corporate
359,East,Corporate
360,East,Corporate
361,South,Small Business
362,Midwest,Corporate
363,East,Corporate
364,East,Consumer
365,West,Small Business
366,South,Consumer
367,East,Consumer
368,South,Consumer
369,East,Small Business
370,Midwest,Consumer
371,Midwest,Consumer
372,East,Consumer
373,Midwest,Corporate
374,East,Consumer
375,Midwest,Small Business
376,West,Small Business
377,West,Corporate
378,West,Small Business
379,South,Small Business
380,South,Corporate
381,West,Consumer
382,South,Corporate
383,Midwest,Consumer
384,East,Consumer
385,East,Small Business
386,East,Corporate
387,West,Small Business
388,South,Small Business
389,Midwest,Consumer
390,Midwest,Small Business
391,West,Corporate
392,Midwest,Small Business
393,Midwest,Small Business
394,Midwest,Consumer
395,Midwest,Corporate
396,South,Small Business
397,Midwest,Consumer
398,East,Small Business
399,West,Corporate
400,South,Small Business
401,Midwest,Small Business
402,South,Consumer
403,Midwest,Small Business
404,East,Consumer
405,West,Corporate
406,Midwest,Small Business
407,Midwest,Corporate
408,Midwest,Corporate
409,Midwest,Small Business
410,West,Consumer
411,West,Corporate
412,East,Corporate
413,West,Small Business
414,Midwest,Small Business
415,East,Small Business
416,East,Small Business
417,East,Small Business
418,Midwest,Small Business
419,South,Consumer
420,Midwest,Corporate
421,West,Consumer
422,West,Consumer
423,Midwest,Small Business
424,Midwest,Corporate
425,East,Consumer
426,Midwest,Small Business
427,East,Small Business
428,West,Corporate
429,East,Consumer
430,Midwest,Consumer
431,West,Consumer
432,South,Small Business
433,East,Corporate
434,West,Corporate
435,East,Consumer
436,West,Small Business
437,West,Consumer
438,East,Corporate
439,South,Small Business
440,West,Consumer
441,West,Consumer
442,West,Small Business
443,South,Corporate
444,South,Small Business
445,Midwest,Consumer
446,East,Consumer
447,South,Consumer
448,East,Consumer
449,Midwest,Corporate
450,East,Corporate
451,South,Consumer
452,East,Corporate
453,South,Corporate
454,East,Corporate
455,South,Consumer
456,South,Small Business
457,East,Small Business
458,Midwest,Small Business
459,West,Consumer
460,Midwest,Corporate
461,East,Corporate
462,Midwest,Consumer
463,South,Consumer
464,West,Small Business
465,East,Small Business
466,East,Consumer
467,East,Small Business
468,West,Corporate
469,South,Consumer
470,East,Consumer
471,Midwest,Corporate
472,East,Corporate
473,East,Corporate
474,East,Small Business
475,East,Consumer
476,South,Small Business
477,Midwest,Corporate
478,South,Small Business
479,Midwest,Corporate
480,East,Small Business
481,West,Small Business
482,South,Corporate
483,West,Small Business
484,South,Consumer
485,East,Small Business
486,South,Small Business
487,East,Consumer
488,South,Corporate
489,East,Consumer
490,East,Small Business
491,Midwest,Corporate
492,East,Small Business
493,Midwest,Small Business
494,East,Consumer
495,West,Consumer
496,East,Corporate
497,West,Corporate
498,West,Corporate
499,East,Small Business
500,West,Consumer
501,Midwest,Consumer
502,South,Consumer
503,East,Corporate
504,West,Consumer
505,East,Consumer
506,Midwest,Consumer
507,East,Corporate
508,East,Consumer
509,West,Corporate
510,Midwest,Consumer
511,South,Consumer
512,South,Consumer
513,West,Corporate
514,East,Corporate
515,West,Consumer
516,West,Small Business
517,West,Corporate
518,East,Corporate
519,Midwest,Consumer
520,West,Small Business
521,East,Consumer
522,Midwest,Corporate
523,West,Corporate
524,South,Consumer
525,Midwest,Consumer
526,West,Small Business
527,Midwest,Small Business
528,Midwest,Corporate
529,Midwest,Small Business
530,Midwest,Small Business
531,Midwest,Corporate
532,Midwest,Corporate
533,West,Corporate
534,South,Corporate
535,East,Consumer
536,Midwest,Corporate
537,East,Corporate
538,West,Corporate
539,Midwest,Small Business
540,South,Corporate
541,East,Consumer
542,Midwest,Consumer
543,West,Corporate
544,South,Consumer
545,East,Small Business
546,East,Corporate
547,Midwest,Consumer
548,South,Consumer
549,South,Corporate
550,South,Consumer
551,South,Corporate
552,West,Consumer
553,South,Small Business
554,East,Consumer
555,East,Consumer
556,West,Corporate
557,East,Consumer
558,East,Corporate
559,South,Small Business
560,East,Corporate
561,West,Corporate
562,South,Consumer
563,Midwest,Small Business
564,South,Corporate
565,West,Consumer
566,South,Consumer
567,South,Corporate
568,West,Consumer
569,South,Corporate
570,West,Corporate
571,West,Corporate
572,Midwest,Small Business
573,East,Corporate
574,East,Consumer
575,South,Small Business
576,South,Consumer
577,Midwest,Small Business
578,Midwest,Small Business
579,Midwest,Small Business
580,West,Small Business
581,Midwest,Consumer
582,Midwest,Corporate
583,South,Consumer
584,Midwest,Corporate
585,West,Consumer
586,West,Small Business
587,South,Small Business
588,Midwest,Corporate
589,Midwest,Corporate
590,West,Consumer
591,Midwest,Corporate
592,Midwest,Consumer
593,Midwest,Corporate
594,East,Corporate
595,South,Corporate
596,East,Small Business
597,South,Small Business
598,West,Consumer
599,Midwest,Corporate
600,South,Consumer
601,East,Corporate
602,Midwest,Small Business
603,West,Small Business
604,South,Corporate
605,South,Corporate
606,South,Small Business
607,Midwest,Small Business
608,East,Consumer
609,East,Small Business
610,South,Corporate
611,West,Consumer
612,West,Corporate
613,East,Consumer
614,West,Corporate
615,East,Small Business
616,South,Corporate
617,East,Consumer
618,East,Corporate
619,South,Consumer
620,West,Corporate
621,East,Small Business
622,East,Small Business
623,South,Corporate
624,West,Corporate
625,East,Corporate
626,South,Consumer
627,East,Corporate
628,Midwest,Corporate
629,South,Consumer
630,West,Small Business
631,West,Corporate
632,West,Corporate
633,West,Small Business
634,East,Small Business
635,East,Consumer
636,West,Corporate
637,West,Corporate
638,West,Consumer
639,East,Small Business
640,West,Consumer
641,West,Small Business
642,Midwest,Consumer
643,Midwest,Small Business
644,West,Consumer
645,South,Small Business
646,West,Small Business
647,Midwest,Small Business
648,South,Small Business
649,South,Small Business
650,West,Corporate
651,Midwest,Small Business
652,Midwest,Corporate
653,South,Small Business
654,West,Corporate
655,East,Corporate
656,East,Consumer
657,Midwest,Small Business
658,East,Consumer
659,Midwest,Consumer
660,Midwest,Small Business
661,Midwest,Consumer
662,East,Small Business
663,Midwest,Consumer
664,South,Small Business
665,West,Small Business
666,West,Small Business
667,Midwest,Corporate
668,West,Consumer
669,East,Corporate
670,East,Consumer
671,West,Consumer
672,East,Consumer
673,West,Corporate
674,West,Consumer
675,West,Corporate
676,Midwest,Small Business
677,West,Consumer
678,Midwest,Consumer
679,West,Small Business
680,West,Small Business
681,West,Consumer
682,East,Small Business
683,Midwest,Corporate
684,Midwest,Corporate
685,West,Consumer
686,West,Corporate
687,East,Corporate
688,East,Consumer
689,East,Small Business
690,Midwest,Consumer
691,Midwest,Corporate
692,Midwest,Consumer
693,West,Consumer
694,Midwest,Corporate
695,South,Corporate
696,South,Consumer
697,East,Corporate
698,Midwest,Corporate
699,South,Corporate
700,East,Corporate
701,Midwest,Corporate
702,West,Corporate
703,South,Small Business
704,West,Consumer
705,Midwest,Corporate
706,South,Consumer
707,Midwest,Small Business
708,West,Corporate
709,South,Consumer
710,West,Corporate
711,Midwest,Corporate
712,Midwest,Corporate
713,West,Corporate
714,South,Corporate
715,West,Corporate
716,Midwest,Corporate
717,West,Small Business
718,Midwest,Small Business
719,West,Corporate
720,South,Corporate
721,South,Small Business
722,West,Small Business
723,West,Small Business
724,South,Corporate
725,Midwest,Consumer
726,South,Consumer
727,Midwest,Consumer
728,West,Consumer
729,West,Corporate
730,Midwest,Consumer
731,West,Small Business
732,Midwest,Small Business
733,East,Consumer
734,South,Small Business
735,East,Corporate
736,Midwest,Consumer
737,South,Consumer
738,Midwest,Corporate
739,South,Small Business
740,South,Corporate
741,South,Corporate
742,South,Small Business
743,Midwest,Corporate
744,South,Small Business
745,South,Small Business
746,East,Corporate
747,West,Small Business
748,West,Corporate
749,East,Small Business
750,East,Consumer
751,Midwest,Small Business
752,Midwest,Small Business
753,Midwest,Corporate
754,East,Small Business
755,East,Consumer
756,South,Consumer
757,Midwest,Small Business
758,Midwest,Small Business
759,Midwest,Consumer
760,West,Corporate
761,South,Consumer
762,Midwest,Consumer
763,Midwest,Small Business
764,Midwest,Small Business
765,West,Consumer
766,West,Corporate
767,East,Consumer
768,South,Consumer
769,East,Corporate
770,South,Consumer
771,West,Consumer
772,Midwest,Small Business
773,East,Corporate
774,Midwest,Small Business
775,East,Small Business
776,West,Corporate
777,West,Corporate
778,West,Consumer
779,East,Small Business
780,South,Corporate
781,East,Small Business
782,South,Small Business
783,East,Corporate
784,East,Consumer
785,West,Small Business
786,Midwest,Corporate
787,Midwest,Consumer
788,South,Small Business
789,Midwest,Corporate
790,East,Small Business
791,East,Corporate
792,West,Corporate
793,West,Small Business
794,Midwest,Small Business
795,South,Corporate
796,Midwest,Consumer
797,Midwest,Small Business
798,Midwest,Corporate
799,Midwest,Corporate
800,East,Consumer
801,South,Consumer
802,East,Consumer
803,South,Small Business
804,West,Corporate
805,Midwest,Corporate
806,East,Corporate
807,South,Consumer
808,West,Corporate
809,West,Small Business
810,Midwest,Consumer
811,South,Consumer
812,East,Consumer
813,Midwest,Consumer
814,East,Small Business
815,West,Corporate
816,East,Small Business
817,East,Corporate
818,Midwest,Small Business
819,East,Consumer
820,Midwest,Consumer
821,West,Small Business
822,Midwest,Small Business
823,Midwest,Corporate
824,South,Small Business
825,East,Small Business
826,West,Corporate
827,Midwest,Corporate
828,West,Corporate
829,South,Small Business
830,East,Corporate
831,Midwest,Consumer
832,East,Consumer
833,South,Consumer
834,South,Small Business
835,West,Consumer
836,Midwest,Small Business
837,West,Small Business
838,South,Consumer
839,East,Corporate
840,West,Small Business
841,West,Consumer
842,East,Small Business
843,West,Corporate
844,East,Corporate
845,Midwest,Consumer
846,East,Small Business
847,Midwest,Small Business
848,East,Small Business
849,South,Small Business
850,South,Consumer
851,Midwest,Corporate
852,Midwest,Consumer
853,South,Small Business
854,Midwest,Small Business
855,East,Corporate
856,East,Small Business
857,South,Consumer
858,West,Consumer
859,East,Corporate
860,Midwest,Consumer
861,West,Consumer
862,West,Consumer
863,East,Consumer
864,East,Small Business
865,West,Consumer
866,West,Corporate
867,South,Corporate
868,Midwest,Consumer
869,South,Corporate
870,East,Consumer
871,South,Corporate
872,South,Corporate
873,South,Consumer
874,South,Consumer
875,Midwest,Small Business
876,Midwest,Consumer
877,West,Consumer
878,East,Small Business
879,South,Consumer
880,West,Consumer
881,West,Small Business
882,West,Consumer
883,Midwest,Consumer
884,South,Small Business
885,South,Small Business
886,East,Corporate
887,South,Consumer
888,South,Corporate
889,West,Corporate
890,East,Small Business
891,South,Consumer
892,Midwest,Consumer
893,South,Small Business
894,West,Corporate
895,Midwest,Small Business
896,West,Consumer
897,South,Small Business
898,Midwest,Consumer
899,East,Corporate
900,East,Consumer
901,Midwest,Corporate
902,Midwest,Corporate
903,West,Consumer
904,Midwest,Consumer
905,West,Corporate
906,South,Small Business
907,West,Consumer
908,Midwest,Corporate
909,Midwest,Corporate
910,South,Small Business
911,Midwest,Consumer
912,Midwest,Corporate
913,East,Small Business
914,East,Corporate
915,South,Consumer
916,West,Small Business
917,East,Corporate
918,West,Small Business
919,Midwest,Consumer
920,East,Small Business
921,South,Consumer
922,South,Corporate
923,South,Consumer
924,East,Corporate
925,West,Corporate
926,Midwest,Consumer
927,West,Corporate
928,West,Small Business
929,Midwest,Corporate
930,Midwest,Consumer
931,East,Small Business
932,East,Small Business
933,East,Corporate
934,East,Corporate
935,East,Consumer
936,Midwest,Small Business
937,West,Consumer
938,East,Corporate
939,East,Small Business
940,West,Consumer
941,East,Consumer
942,West,Consumer
943,West,Consumer
944,Midwest,Consumer
945,South,Small Business
946,Midwest,Consumer
947,South,Small Business
948,South,Consumer
949,South,Corporate
950,East,Corporate
951,Midwest,Consumer
952,South,Corporate
953,West,Small Business
954,East,Consumer
955,Midwest,Small Business
956,South,Consumer
957,West,Corporate
958,Midwest,Small Business
959,Midwest,Corporate
960,East,Corporate
961,Midwest,Consumer
962,East,Small Business
963,South,Corporate
964,East,Consumer
965,West,Consumer
966,East,Consumer
967,West,Corporate
968,East,Consumer
969,Midwest,Small Business
970,South,Small Business
971,West,Corporate
972,East,Small Business
973,East,Consumer
974,East,Corporate
975,Midwest,Consumer
976,Midwest,Corporate
977,West,Corporate
978,West,Consumer
979,Midwest,Small Business
980,West,Small Business
981,South,Corporate
982,South,Consumer
983,Midwest,Consumer
984,West,Corporate
985,East,Small Business
986,South,Consumer
987,Midwest,Small Business
988,West,Small Business
989,Midwest,Corporate
990,East,Corporate
991,South,Small Business
992,Midwest,Consumer
993,Midwest,Consumer
994,Midwest,Corporate
995,East,Small Business
996,Midwest,Consumer
997,East,Consumer
998,East,Corporate
999,East,Small Business
1000,South,Consumer
1001,South,Corporate
1002,Midwest,Consumer
1003,Midwest,Consumer
1004,South,Consumer
1005,West,Corporate
1006,South,Small Business
1007,East,Corporate
1008,South,Small Business
1009,East,Consumer
1010,Midwest,Small Business
1011,West,Consumer
1012,Midwest,Consumer
1013,East,Corporate
1014,East,Consumer
1015,East,Corporate
1016,West,Small Business
1017,South,Small Business
1018,Midwest,Consumer
1019,Midwest,Corporate
1020,South,Consumer
1021,Midwest,Corporate
1022,West,Corporate
1023,Midwest,Corporate
1024,East,Small Business
1025,South,Corporate
1026,West,Small Business
1027,South,Corporate
1028,West,Small Business
1029,East,Small Business
1030,South,Small Business
1031,Midwest,Consumer
1032,West,Corporate
1033,South,Consumer
1034,Midwest,Corporate
1035,South,Corporate
1036,South,Consumer
1037,South,Small Business
1038,West,Corporate
1039,Midwest,Small Business
1040,East,Consumer
1041,West,Small Business
1042,West,Corporate
1043,West,Corporate
1044,East,Corporate
1045,Midwest,Consumer
1046,Midwest,Corporate
1047,Midwest,Consumer
1048,South,Small Business
1049,South,Corporate
1050,South,Corporate
1051,East,Corporate
1052,South,Small Business
1053,East,Corporate
1054,Midwest,Consumer
1055,South,Small Business
1056,South,Small Business
1057,West,Small Business
1058,East,Small Business
1059,Midwest,Small Business
1060,West,Consumer
1061,West,Small Business
1062,Midwest,Corporate
1063,West,Small Business
1064,East,Small Business
1065,East,Small Business
1066,South,Small Business
1067,West,Small Business
1068,South,Consumer
1069,West,Consumer
1070,East,Small Business
1071,East,Consumer
1072,East,Corporate
1073,West,Small Business
1074,East,Corporate
1075,West,Corporate
1076,South,Small Business
1077,West,Corporate
1078,South,Corporate
1079,West,Corporate
1080,South,Small Business
1081,East,Small Business
1082,South,Corporate
1083,East,Small Business
1084,East,Small Business
1085,South,Corporate
1086,West,Small Business
1087,West,Consumer
1088,Midwest,Small Business
1089,West,Consumer
1090,Midwest,Corporate
1091,West,Small Business
1092,West,Corporate
1093,East,Corporate
1094,Midwest,Corporate
1095,West,Corporate
1096,Midwest,Corporate
1097,East,Small Business
1098,East,Consumer
1099,Midwest,Small Business
1100,East,Small Business
1101,South,Small Business
1102,South,Small Business
1103,East,Consumer
1104,South,Small Business
1105,West,Corporate
1106,Midwest,Small Business
1107,West,Small Business
1108,Midwest,Consumer
1109,East,Consumer
1110,West,Corporate
1111,East,Small Business
1112,East,Small Business
1113,Midwest,Small Business
1114,Midwest,Corporate
1115,Midwest,Consumer
1116,West,Corporate
1117,South,Small Business
1118,Midwest,Consumer
1119,Midwest,Consumer
1120,West,Corporate
1121,Midwest,Consumer
1122,West,Consumer
1123,East,Small Business
1124,Midwest,Small Business
1125,Midwest,Consumer
1126,East,Consumer
1127,East,Corporate
1128,East,Corporate
1129,Midwest,Consumer
1130,South,Small Business
1131,South,Consumer
1132,South,Consumer
1133,Midwest,Small Business
1134,East,Small Business
1135,Midwest,Corporate
1136,East,Corporate
1137,Midwest,Corporate
1138,Midwest,Corporate
1139,East,Small Business
1140,South,Consumer
1141,East,Corporate
1142,West,Corporate
1143,West,Small Business
1144,East,Small Business
1145,Midwest,Consumer
1146,West,Consumer
1147,West,Small Business
1148,Midwest,Corporate
1149,Midwest,Corporate
1150,South,Corporate
1151,Midwest,Consumer
1152,East,Corporate
1153,East,Corporate
1154,South,Small Business
1155,West,Corporate
1156,West,Small Business
1157,Midwest,Corporate
1158,East,Consumer
1159,West,Corporate
1160,South,Corporate
1161,South,Small Business
1162,East,Small Business
1163,South,Small Business
1164,South,Corporate
1165,East,Corporate
1166,Midwest,Consumer
1167,Midwest,Corporate
1168,South,Consumer
1169,Midwest,Small Business
1170,Midwest,Small Business
1171,South,Small Business
1172,Midwest,Consumer
1173,South,Corporate
1174,West,Small Business
1175,East,Corporate
1176,East,Corporate
1177,Midwest,Small Business
1178,Midwest,Consumer
1179,Midwest,Corporate
1180,East,Small Business
1181,West,Corporate
1182,West,Corporate
1183,East,Corporate
1184,West,Corporate
1185,East,Corporate
1186,West,Consumer
1187,South,Consumer
1188,South,Small Business
1189,East,Consumer
1190,West,Consumer
1191,Midwest,Consumer
1192,West,Corporate
1193,South,Corporate
1194,South,Small Business
1195,West,Small Business
1196,West,Small Business
1197,Midwest,Corporate
1198,Midwest,Consumer
1199,West,Consumer
1200,West,Corporate
1201,West,Small Business
1202,West,Small Business
1203,East,Small Business
1204,West,Corporate
1205,Midwest,Small Business
1206,South,Small Business
1207,East,Corporate
1208,West,Consumer
1209,South,Corporate
1210,East,Corporate
1211,South,Corporate
1212,West,Corporate
1213,West,Consumer
1214,Midwest,Small Business
1215,West,Corporate
1216,West,Consumer
1217,East,Small Business
1218,Midwest,Small Business
1219,East,Small Business
1220,South,Corporate
1221,West,Corporate
1222,South,Small Business
1223,East,Small Business
1224,West,Small Business
1225,West,Small Business
1226,East,Small Business
1227,East,Small Business
1228,East,Consumer
1229,East,Small Business
1230,East,Corporate
1231,West,Corporate
1232,East,Corporate
1233,West,Small Business
1234,West,Corporate
1235,East,Consumer
1236,East,Small Business
1237,Midwest,Corporate
1238,West,Consumer
1239,East,Consumer
1240,East,Corporate
1241,East,Consumer
1242,Midwest,Corporate
1243,Midwest,Consumer
1244,South,Small Business
1245,West,Small Business
1246,South,Small Business
1247,East,Small Business
1248,Midwest,Small Business
1249,Midwest,Corporate
1250,South,Small Business
1251,Midwest,Small Business
1252,East,Small Business
1253,Midwest,Small Business
1254,South,Consumer
1255,East,Small Business
1256,South,Small Business
1257,Midwest,Corporate
1258,South,Consumer
1259,South,Corporate
1260,West,Small Business
1261,Midwest,Corporate
1262,Midwest,Corporate
1263,South,Small Business
1264,West,Consumer
1265,Midwest,Consumer
1266,East,Corporate
1267,South,Small Business
1268,Midwest,Corporate
1269,East,Corporate
1270,Midwest,Corporate
1271,East,Small Business
1272,South,Small Business
1273,Midwest,Consumer
1274,Midwest,Small Business
1275,West,Corporate
1276,South,Corporate
1277,East,Consumer
1278,Midwest,Small Business
1279,Midwest,Corporate
1280,East,Consumer
1281,South,Consumer
1282,West,Corporate
1283,West,Corporate
1284,Midwest,Small Business
1285,East,Consumer
1286,Midwest,Corporate
1287,East,Consumer
1288,West,Small Business
1289,South,Corporate
1290,East,Small Business
1291,West,Consumer
1292,Midwest,Small Business
1293,East,Small Business
1294,South,Consumer
1295,Midwest,Small Business
1296,Midwest,Consumer
1297,West,Corporate
1298,East,Consumer
1299,Midwest,Consumer
1300,South,Corporate
1301,East,Consumer
1302,South,Corporate
1303,Midwest,Corporate
1304,South,Consumer
1305,West,Small Business
1306,South,Small Business
1307,East,Corporate
1308,South,Small Business
1309,South,Small Business
1310,West,Consumer
1311,South,Corporate
1312,South,Corporate
1313,Midwest,Consumer
1314,Midwest,Small Business
1315,East,Corporate
1316,Midwest,Small Business
1317,Midwest,Corporate
1318,Midwest,Corporate
1319,Midwest,Corporate
1320,West,Corporate
1321,Midwest,Small Business
1322,West,Small Business
1323,West,Small Business
1324,Midwest,Small Business
1325,South,Consumer
1326,West,Corporate
1327,South,Corporate
1328,South,Corporate
1329,Midwest,Consumer
1330,East,Small Business
1331,Midwest,Corporate
1332,East,Small Business
1333,East,Small Business
1334,Midwest,Consumer
1335,Midwest,Consumer
1336,East,Small Business
1337,Midwest,Corporate
1338,East,Corporate
1339,South,Consumer
1340,Midwest,Consumer
1341,South,Consumer
1342,West,Consumer
1343,South,Consumer
1344,South,Consumer
1345,East,Consumer
1346,South,Corporate
1347,Midwest,Consumer
1348,East,Consumer
1349,West,Corporate
1350,Midwest,Corporate
1351,West,Small Business
1352,South,Consumer
1353,Midwest,Consumer
1354,Midwest,Consumer
1355,West,Consumer
1356,Midwest,Small Business
1357,Midwest,Corporate
1358,Midwest,Corporate
1359,South,Consumer
1360,West,Consumer
1361,Midwest,Consumer
1362,East,Small Business
1363,East,Small Business
1364,East,Corporate
1365,East,Consumer
1366,South,Consumer
1367,Midwest,Consumer
1368,West,Consumer
1369,Midwest,Small Business
1370,South,Corporate
1371,East,Corporate
1372,South,Small Business
1373,Midwest,Consumer
1374,West,Corporate
1375,South,Corporate
1376,West,Small Business
1377,South,Consumer
1378,West,Corporate
1379,West,Consumer
1380,East,Corporate
1381,West,Small Business
1382,East,Consumer
1383,Midwest,Small Business
1384,Midwest,Corporate
1385,East,Small Business
1386,East,Small Business
