order_id,customer_id,product_id,warehouse_id,order_date,quantity,order_priority,unit_price,supplier_id,sales_amount
100038,7982,417,11,2024-12-28,6,Medium,36.83,27,220.98
100039,5893,93,9,2024-06-29,5,Medium,237.21,40,1186.05
100040,3697,151,9,2024-08-28,5,Medium,280.43,31,1402.15
100041,4502,58,10,2024-06-02,6,Low,68.22,17,409.32
100042,7130,196,10,2024-12-11,1,Low,94.44,18,94.44
100043,2997,325,9,2024-08-09,9,Low,78.49,12,706.41
100044,7238,482,4,2024-04-24,4,Low,61.01,30,244.04
100045,7328,208,9,2024-06-05,7,Low,348.29,12,2438.03
100046,7408,424,12,2024-04-05,5,Medium,460.73,79,2303.65
100047,3595,303,2,2024-03-01,3,High,41.05,53,123.15
100048,3210,299,1,2024-05-21,9,Medium,270.97,48,2438.73
100049,2543,445,8,2024-08-08,9,Medium,51.82,48,466.38
100050,679,426,6,2024-06-29,1,Medium,180.01,46,180.01
100051,5367,62,11,2024-06-06,7,Medium,295.85,64,2070.95
100052,1890,195,10,2024-01-22,4,Medium,337.1,68,1348.4
100053,7711,55,9,2024-04-03,1,Low,15.56,71,15.56
100054,5644,363,9,2024-05-13,7,High,26.43,52,185.01
100055,7411,49,3,2024-09-17,2,High,390.8,57,781.6
100056,1644,106,2,2024-02-10,4,High,413.04,19,1652.16
100057,5456,433,7,2024-09-09,5,Medium,254.2,24,1271.0
100058,5542,78,5,2024-04-09,6,Medium,266.32,54,1597.92
100059,835,375,10,2024-03-26,5,Low,122.33,26,611.65
100060,2242,417,6,2024-10-29,2,Medium,36.83,27,73.66
100061,2356,284,5,2024-10-05,3,Medium,282.81,45,848.43
100062,1669,57,4,2024-11-28,3,Low,37.59,45,112.77
100063,6027,169,1,2024-08-17,6,Low,261.85,55,1571.1
100064,2554,376,4,2024-06-29,9,Low,363.9,46,3275.1
100065,281,376,10,2024-06-16,7,Medium,363.9,46,2547.3
100066,7971,207,3,2024-12-29,1,Low,256.67,68,256.67
100067,6819,260,3,2024-12-01,9,Medium,493.39,76,4440.51
100068,5910,276,5,2024-01-14,2,Medium,204.95,37,409.9
100069,5029,373,1,2024-10-04,5,Low,400.67,75,2003.35
100070,7607,345,11,2024-11-19,6,Low,198.11,68,1188.66
100071,2763,163,6,2024-08-26,2,Low,181.79,25,363.58
100072,4704,244,2,2024-03-21,9,Low,446.36,50,4017.24
100073,4579,250,1,2024-07-13,2,Medium,273.18,73,546.36
100074,1247,309,11,2024-07-19,5,Low,382.51,7,1912.55
100075,1773,39,8,2024-01-07,4,Medium,51.57,18,206.28
100076,2165,309,10,2024-12-17,3,Medium,382.51,7,1147.53
100077,7112,121,3,2024-08-29,2,High,485.26,80,970.52
100078,192,86,6,2024-09-14,5,High,147.67,20,738.35
100079,2836,99,2,2024-04-17,5,Low,352.1,25,1760.5
100080,2666,374,5,2024-06-13,1,Critical,83.46,58,83.46
100081,6114,246,9,2024-08-23,5,Critical,342.76,17,1713.8
100082,2564,495,7,2024-07-23,7,Medium,153.64,67,1075.48
100083,7698,348,4,2024-12-14,4,Medium,315.88,64,1263.52
100084,307,394,3,2024-07-23,6,Low,437.34,21,2624.04
100085,532,208,9,2024-05-27,2,Low,348.29,12,696.58
100086,4218,113,4,2024-10-31,4,Low,32.16,57,128.64
100087,2697,471,5,2024-09-05,2,Medium,325.56,79,651.12
100088,4688,83,6,2024-11-01,1,High,296.31,56,296.31
100089,7322,65,10,2024-02-10,3,Medium,150.0,65,450.0
100090,7014,1,5,2024-04-28,7,Medium,257.57,19,1802.99
100091,7705,437,9,2024-03-13,9,High,294.49,46,2650.41
100092,5572,174,1,2024-01-04,4,Low,475.27,13,1901.08
100093,7337,250,11,2024-02-12,8,High,273.18,73,2185.44
100094,59,410,6,2024-07-25,1,Medium,421.06,64,421.06
100095,6445,226,4,2024-08-15,9,Medium,376.26,72,3386.34
100096,6697,386,4,2024-01-31,6,Low,206.42,2,1238.52
100097,1574,284,3,2024-01-12,4,Medium,282.81,45,1131.24
100098,1141,84,5,2024-03-25,3,High,451.57,33,1354.71
100099,1811,490,8,2024-06-20,3,Medium,429.29,15,1287.87
100100,5902,239,4,2024-11-26,8,Low,19.83,49,158.64
100101,3199,411,7,2024-02-05,8,Medium,71.08,25,568.64
100102,3477,28,8,2024-01-25,9,Medium,67.36,66,606.24
100103,4495,380,5,2024-11-22,1,Medium,275.93,39,275.93
100104,2563,287,10,2024-11-01,1,High,387.05,67,387.05
100105,2853,431,1,2024-11-23,4,Low,79.02,44,316.08
100106,6642,391,8,2024-02-05,7,Medium,257.89,27,1805.23
100107,942,328,10,2024-04-11,4,High,90.19,13,360.76
100108,4624,480,3,2024-05-10,7,Medium,339.23,33,2374.61
100109,6542,459,4,2024-03-18,4,Low,390.01,11,1560.04
100110,7433,304,10,2024-01-27,7,Low,495.08,42,3465.56
100111,1775,282,7,2024-12-11,6,Medium,337.64,77,2025.84
100112,7431,183,9,2024-01-07,2,Medium,320.37,16,640.74
100113,1422,345,4,2024-02-13,9,Medium,198.11,68,1782.99
100114,5766,135,4,2024-03-12,8,Medium,426.33,17,3410.64
100115,7893,468,6,2024-04-13,8,Medium,473.6,76,3788.8
100116,5647,361,9,2024-11-10,4,High,131.76,76,527.04
100117,436,57,4,2024-06-28,5,Medium,37.59,45,187.95
100118,840,115,10,2024-05-11,3,Critical,194.47,47,583.41
100119,4002,186,8,2024-08-30,5,Medium,73.15,30,365.75
100120,4456,478,3,2024-05-09,3,Low,118.77,32,356.31
100121,5249,376,2,2024-08-31,7,High,363.9,46,2547.3
100122,4960,1,4,2024-09-01,2,Medium,257.57,19,515.14
100123,2682,338,4,2024-07-31,2,Medium,194.7,74,389.4
100124,7409,456,7,2024-08-15,5,High,241.31,64,1206.55
100125,1651,29,7,2024-07-30,3,High,80.07,25,240.21
100126,5829,232,9,2024-06-06,6,Low,270.74,41,1624.44
100127,1246,150,10,2024-12-28,7,High,427.57,14,2992.99
100128,2262,480,2,2024-05-09,2,Medium,339.23,33,678.46
100129,916,424,4,2024-11-30,1,Medium,460.73,79,460.73
100130,2640,190,3,2024-04-13,4,Low,324.03,49,1296.12
100131,5895,270,12,2024-11-17,6,Low,449.42,38,2696.52
100132,6279,248,3,2024-08-04,1,Medium,254.24,32,254.24
100133,3890,386,7,2024-04-02,6,Medium,206.42,2,1238.52
100134,6898,419,12,2024-11-16,9,Low,403.4,60,3630.6
100135,4482,327,10,2024-10-07,1,Low,108.8,66,108.8
100136,1327,195,6,2024-08-21,8,Medium,337.1,68,2696.8
100137,5902,381,3,2024-10-07,6,Low,133.38,15,800.28
100138,3359,255,8,2024-02-17,4,Medium,149.05,67,596.2
100139,1586,79,8,2024-01-11,5,Low,318.41,55,1592.05
100140,5309,363,7,2024-08-24,3,Medium,26.43,52,79.29
100141,3369,98,9,2024-01-19,7,Medium,493.24,42,3452.68
100142,5646,150,3,2024-08-20,8,Low,427.57,14,3420.56
100143,389,274,5,2024-09-30,4,Low,491.37,18,1965.48
100144,7627,302,6,2024-08-29,1,Medium,75.86,45,75.86
100145,2792,338,9,2024-01-07,3,Medium,194.7,74,584.1
100146,3333,447,4,2024-12-08,4,Low,256.08,63,1024.32
100147,704,123,5,2024-01-04,6,Medium,420.78,72,2524.68
100148,7069,98,9,2024-05-28,2,Critical,493.24,42,986.48
100149,5835,164,12,2024-05-07,2,Medium,299.06,13,598.12
100150,2821,46,11,2024-02-10,9,Medium,379.16,25,3412.44
100151,7281,359,4,2024-03-17,8,Low,84.32,47,674.56
100152,4960,239,2,2024-08-06,5,High,19.83,49,99.15
100153,1060,230,9,2024-05-25,3,Medium,448.65,74,1345.95
100154,4175,293,11,2024-10-09,9,Low,66.27,6,596.43
100155,1299,244,12,2024-06-22,8,Medium,446.36,50,3570.88
100156,1302,18,3,2024-10-28,3,Medium,378.66,9,1135.98
100157,674,171,11,2024-03-25,3,Low,204.31,34,612.93
100158,2360,360,6,2024-02-14,3,Medium,162.74,29,488.22
100159,7697,157,9,2024-02-12,1,Low,380.02,43,380.02
100160,4300,204,3,2024-07-26,3,High,235.78,73,707.34
100161,5081,146,8,2024-02-19,8,Medium,339.07,39,2712.56
100162,6072,479,9,2024-12-01,4,High,123.23,2,492.92
100163,4113,143,3,2024-08-18,3,Medium,312.88,48,938.64
100164,7882,187,3,2024-10-03,6,Low,72.74,25,436.44
100165,4572,488,4,2024-05-07,8,Low,129.15,38,1033.2
100166,3583,122,1,2024-10-15,7,High,422.64,70,2958.48
100167,1017,350,2,2024-08-07,7,Low,470.52,12,3293.64
100168,210,100,1,2024-01-30,2,High,272.69,39,545.38
100169,499,284,3,2024-07-15,2,Low,282.81,45,565.62
100170,7570,437,6,2024-02-02,4,Low,294.49,46,1177.96
100171,429,15,8,2024-03-15,3,Low,153.67,5,461.01
100172,7246,384,5,2024-09-05,9,Medium,455.14,75,4096.26
100173,3640,43,8,2024-11-23,6,High,408.27,34,2449.62
100174,3152,289,6,2024-04-04,7,Medium,168.6,40,1180.2
100175,5426,386,1,2024-07-31,9,Medium,206.42,2,1857.78
100176,2106,187,3,2024-03-29,3,Medium,72.74,25,218.22
100177,1554,8,2,2024-05-25,5,Medium,54.73,69,273.65
100178,5328,112,6,2024-10-11,4,High,434.37,74,1737.48
100179,5631,33,8,2024-07-24,6,Critical,51.21,26,307.26
100180,3207,419,6,2024-11-28,8,Medium,403.4,60,3227.2
100181,5964,402,4,2024-10-01,1,Medium,307.29,3,307.29
100182,7138,90,4,2024-03-24,4,Critical,313.86,66,1255.44
100183,2570,496,9,2024-09-14,8,Low,449.2,6,3593.6
100184,2629,149,1,2024-09-24,6,Low,264.88,17,1589.28
100185,1877,448,2,2024-11-25,6,High,301.74,2,1810.44
100186,4995,412,4,2024-10-18,9,Medium,461.21,24,4150.89
100187,5203,212,3,2024-12-22,1,Low,50.06,43,50.06
100188,6765,116,9,2024-09-30,4,Low,407.17,12,1628.68
100189,1068,173,5,2024-09-25,5,Medium,432.56,13,2162.8
100190,1507,20,8,2024-02-29,1,High,396.91,44,396.91
100191,3014,379,4,2024-11-30,5,Medium,350.03,13,1750.15
100192,7054,132,11,2024-06-27,4,High,282.16,10,1128.64
100193,1668,292,4,2024-04-10,2,Medium,128.78,33,257.56
100194,4589,354,10,2024-03-07,5,Low,399.07,65,1995.35
100195,6643,237,11,2024-10-05,4,Low,141.93,54,567.72
100196,7186,77,3,2024-05-11,1,High,484.96,39,484.96
100197,4701,223,9,2024-08-23,9,Medium,312.94,52,2816.46
100198,4067,436,10,2024-05-05,4,High,187.57,20,750.28
100199,948,126,2,2024-01-25,4,Medium,143.97,15,575.88
100200,4390,39,11,2024-07-07,7,High,51.57,18,360.99
100201,1172,327,12,2024-03-09,7,Low,108.8,66,761.6
100202,7640,209,11,2024-02-16,8,Low,29.26,59,234.08
100203,6115,106,3,2024-10-09,1,High,413.04,19,413.04
100204,172,140,3,2024-05-04,4,Medium,307.03,79,1228.12
100205,5683,249,11,2024-07-08,2,Medium,52.59,13,105.18
100206,4627,55,11,2024-03-11,9,Medium,15.56,71,140.04
100207,1144,118,3,2024-02-18,2,Medium,83.7,80,167.4
100208,1860,350,4,2024-11-12,5,Low,470.52,12,2352.6
100209,5857,176,5,2024-12-09,7,Low,464.03,32,3248.21
100210,6210,354,6,2024-12-08,1,Medium,399.07,65,399.07
100211,2189,470,5,2024-10-13,3,Medium,142.66,32,427.98
100212,2494,213,9,2024-12-13,4,Medium,438.05,70,1752.2
100213,3578,265,7,2024-07-11,3,High,130.52,25,391.56
100214,189,140,7,2024-09-23,6,High,307.03,79,1842.18
100215,4077,465,7,2024-08-30,1,Medium,86.07,51,86.07
100216,158,464,12,2024-10-20,9,High,284.22,11,2557.98
100217,7778,325,11,2024-12-17,5,High,78.49,12,392.45
100218,2718,339,7,2024-09-11,7,Low,236.71,63,1656.97
100219,1971,441,2,2024-09-11,1,Medium,97.24,71,97.24
100220,246,284,8,2024-04-02,7,High,282.81,45,1979.67
100221,2904,273,12,2024-12-16,2,Medium,211.09,48,422.18
100222,7088,22,10,2024-02-28,2,Medium,252.27,74,504.54
100223,2796,419,1,2024-05-26,1,Low,403.4,60,403.4
100224,7201,369,6,2024-09-21,2,Low,64.21,6,128.42
100225,7529,187,12,2024-04-05,7,Low,72.74,25,509.18
100226,3825,207,11,2024-12-16,9,Low,256.67,68,2310.03
100227,2378,147,3,2024-07-15,8,Medium,264.95,18,2119.6
100228,6656,495,6,2024-10-05,9,Low,153.64,67,1382.76
100229,850,434,6,2024-07-01,1,Low,215.27,60,215.27
100230,1811,154,8,2024-03-25,5,Low,207.71,45,1038.55
100231,5191,108,4,2024-10-02,5,Low,365.6,59,1828.0
100232,5433,316,12,2024-05-20,5,High,482.86,10,2414.3
100233,3987,300,3,2024-12-30,7,Medium,35.39,41,247.73
100234,7896,440,2,2024-02-26,7,Medium,335.13,78,2345.91
100235,2127,483,12,2024-06-23,8,Medium,401.96,33,3215.68
100236,4265,299,6,2024-07-23,1,Critical,270.97,48,270.97
100237,6954,151,3,2024-06-10,1,Medium,280.43,31,280.43
100238,3031,458,4,2024-04-25,6,Medium,42.2,32,253.2
100239,6324,406,9,2024-06-29,5,Low,463.53,15,2317.65
100240,5748,175,7,2024-12-02,7,High,82.07,18,574.49
100241,2308,55,1,2024-03-03,7,Medium,15.56,71,108.92
100242,5606,267,4,2024-06-06,9,Low,101.42,11,912.78
100243,5892,311,11,2024-07-14,2,Medium,241.07,45,482.14
100244,3077,154,8,2024-09-03,7,Low,207.71,45,1453.97
100245,2345,385,10,2024-01-04,5,High,295.86,32,1479.3
100246,620,500,4,2024-06-13,2,High,23.0,32,46.0
100247,2903,484,1,2024-02-08,1,High,97.49,77,97.49
100248,2408,190,10,2024-02-05,1,Medium,324.03,49,324.03
100249,6261,149,2,2024-05-22,1,Low,264.88,17,264.88
100250,4453,8,5,2024-11-26,2,Critical,54.73,69,109.46
100251,3005,148,6,2024-06-12,2,Medium,388.44,59,776.88
100252,3915,173,1,2024-12-17,7,Medium,432.56,13,3027.92
100253,2487,81,5,2024-10-01,8,Medium,232.73,22,1861.84
100254,3403,79,8,2024-01-16,1,Medium,318.41,55,318.41
100255,3597,469,8,2024-11-25,9,Medium,192.92,46,1736.28
100256,1678,321,2,2024-08-22,2,Medium,42.58,31,85.16
100257,5308,60,9,2024-08-22,2,High,328.11,62,656.22
100258,4040,451,2,2024-09-04,4,Low,112.85,64,451.4
100259,1305,95,4,2024-08-27,7,Medium,295.99,1,2071.93
100260,5631,312,10,2024-04-18,3,Medium,211.8,58,635.4
100261,4094,128,4,2024-05-01,7,Medium,433.71,26,3035.97
100262,5586,122,4,2024-04-24,5,Low,422.64,70,2113.2
100263,7283,287,7,2024-07-30,5,Low,387.05,67,1935.25
100264,1964,341,8,2024-09-26,2,Low,376.33,60,752.66
100265,3308,87,8,2024-08-31,5,Medium,475.7,62,2378.5
100266,1362,382,4,2024-09-08,2,High,179.39,29,358.78
100267,6666,81,4,2024-08-19,8,Medium,232.73,22,1861.84
100268,4295,22,6,2024-05-13,3,Medium,252.27,74,756.81
100269,1788,252,9,2024-05-26,3,Low,375.27,14,1125.81
100270,1074,190,5,2024-09-01,2,Low,324.03,49,648.06
100271,1166,312,2,2024-04-16,4,Medium,211.8,58,847.2
100272,5903,86,9,2024-09-18,3,Low,147.67,20,443.01
100273,3600,484,12,2024-08-22,8,Critical,97.49,77,779.92
100274,5634,379,9,2024-01-05,2,Medium,350.03,13,700.06
100275,2718,456,11,2024-07-12,1,Low,241.31,64,241.31
100276,7198,367,1,2024-02-17,1,Medium,177.62,11,177.62
100277,3154,8,9,2024-07-16,1,Low,54.73,69,54.73
100278,4127,318,7,2024-05-21,3,Medium,368.13,53,1104.39
100279,7916,334,1,2024-03-18,8,High,439.83,35,3518.64
100280,3056,230,2,2024-12-15,1,Low,448.65,74,448.65
100281,6477,152,2,2024-10-27,2,Low,284.86,24,569.72
100282,660,278,8,2024-06-16,8,Low,434.1,48,3472.8
100283,6321,15,1,2024-08-03,4,High,153.67,5,614.68
100284,6514,468,11,2024-06-06,3,High,473.6,76,1420.8
100285,4643,475,3,2024-03-15,9,Medium,360.83,33,3247.47
100286,2583,412,1,2024-03-18,3,Medium,461.21,24,1383.63
100287,1130,406,5,2024-02-17,7,Low,463.53,15,3244.71
100288,6241,287,4,2024-08-25,2,High,387.05,67,774.1
100289,6374,457,3,2024-01-08,9,Low,286.77,38,2580.93
100290,2275,248,8,2024-06-25,8,Medium,254.24,32,2033.92
100291,4467,255,12,2024-05-14,7,Low,149.05,67,1043.35
100292,5220,446,7,2024-09-11,9,Medium,498.47,60,4486.23
100293,1469,343,4,2024-03-24,2,Medium,123.78,37,247.56
100294,5588,325,1,2024-03-04,2,Low,78.49,12,156.98
100295,2103,365,7,2024-05-12,4,Low,383.6,7,1534.4
100296,3267,167,3,2024-06-25,5,Low,453.04,42,2265.2
100297,7688,81,5,2024-07-16,4,Low,232.73,22,930.92
100298,2472,296,12,2024-01-15,6,Low,294.81,40,1768.86
100299,6459,69,8,2024-02-28,3,High,15.96,26,47.88
100300,1152,183,9,2024-03-30,4,Medium,320.37,16,1281.48
100301,6176,327,10,2024-04-18,9,Medium,108.8,66,979.2
100302,93,64,11,2024-01-21,2,Medium,193.69,54,387.38
100303,2567,264,10,2024-12-06,2,High,84.9,40,169.8
100304,1282,327,7,2024-01-09,1,High,108.8,66,108.8
100305,2901,86,6,2024-12-29,9,Medium,147.67,20,1329.03
100306,6022,44,5,2024-02-25,5,High,474.15,17,2370.75
100307,5340,294,5,2024-07-20,5,Medium,309.2,19,1546.0
100308,2800,373,11,2024-11-13,5,Medium,400.67,75,2003.35
100309,3178,149,4,2024-12-10,7,Medium,264.88,17,1854.16
100310,5668,260,7,2024-03-25,2,Medium,493.39,76,986.78
100311,4512,416,1,2024-08-13,9,Medium,205.51,80,1849.59
100312,2605,311,12,2024-06-07,3,Medium,241.07,45,723.21
100313,3882,349,3,2024-07-12,4,Low,67.28,17,269.12
100314,7477,444,6,2024-04-15,1,Low,213.17,38,213.17
100315,2414,59,10,2024-12-25,1,High,67.59,26,67.59
100316,1545,94,1,2024-05-23,5,Low,183.14,17,915.7
100317,3531,323,7,2024-06-11,1,Medium,291.49,78,291.49
100318,2647,5,2,2024-06-25,5,Medium,200.71,2,1003.55
100319,7538,83,7,2024-08-29,9,Low,296.31,56,2666.79
100320,6475,328,4,2024-06-07,1,Medium,90.19,13,90.19
100321,4785,383,9,2024-03-16,4,Low,98.98,29,395.92
100322,5762,37,5,2024-11-05,8,Medium,356.06,75,2848.48
100323,7875,479,1,2024-01-23,5,Medium,123.23,2,616.15
100324,2059,27,12,2024-08-21,7,Low,181.95,40,1273.65
100325,6962,13,11,2024-04-11,6,Low,319.6,12,1917.6
100326,5627,490,4,2024-01-17,9,Low,429.29,15,3863.61
100327,4515,390,11,2024-12-29,6,High,297.25,75,1783.5
100328,1146,65,4,2024-01-14,4,Medium,150.0,65,600.0
100329,911,414,12,2024-04-06,3,High,264.23,18,792.69
100330,3307,203,4,2024-06-24,9,Low,69.11,79,621.99
100331,5451,180,12,2024-10-30,6,Medium,490.22,62,2941.32
100332,1567,297,3,2024-01-06,3,High,85.64,59,256.92
100333,2396,479,3,2024-10-05,3,High,123.23,2,369.69
100334,3006,464,10,2024-10-30,6,High,284.22,11,1705.32
100335,4508,271,5,2024-06-25,9,Low,49.31,72,443.79
100336,5344,389,5,2024-11-12,9,Low,85.14,22,766.26
100337,4249,15,11,2024-06-07,2,Low,153.67,5,307.34
100338,5332,1,2,2024-05-12,3,High,257.57,19,772.71
100339,92,271,10,2024-11-18,5,Medium,49.31,72,246.55
100340,3993,484,12,2024-06-14,1,Low,97.49,77,97.49
100341,331,444,10,2024-09-01,8,Low,213.17,38,1705.36
100342,7635,48,9,2024-01-31,2,Medium,50.92,27,101.84
100343,5761,182,3,2024-07-04,6,Medium,171.09,57,1026.54
100344,955,487,4,2024-06-30,1,High,58.73,66,58.73
100345,3781,183,2,2024-01-17,1,Low,320.37,16,320.37
100346,7114,328,8,2024-10-04,5,Low,90.19,13,450.95
100347,2602,373,7,2024-07-10,7,Medium,400.67,75,2804.69
100348,2978,214,3,2024-09-25,3,High,461.23,39,1383.69
100349,5348,27,11,2024-08-28,3,Low,181.95,40,545.85
100350,4290,226,11,2024-10-26,2,Low,376.26,72,752.52
100351,530,158,5,2024-06-23,3,Medium,313.95,40,941.85
100352,2893,460,12,2024-01-06,7,Low,232.11,45,1624.77
100353,1267,60,1,2024-01-10,2,Medium,328.11,62,656.22
100354,7557,66,12,2024-02-27,1,Critical,435.61,51,435.61
100355,7444,174,6,2024-02-09,3,Low,475.27,13,1425.81
100356,1474,499,10,2024-01-14,5,Medium,111.86,73,559.3
100357,4735,52,6,2024-05-30,7,Medium,454.11,40,3178.77
100358,5707,486,12,2024-11-22,4,High,126.71,22,506.84
100359,1598,470,5,2024-08-03,8,Low,142.66,32,1141.28
100360,2526,243,9,2024-05-22,1,High,68.68,35,68.68
100361,6624,337,4,2024-10-23,2,Medium,225.18,71,450.36
100362,6432,291,2,2024-05-07,2,Low,258.73,77,517.46
100363,4794,244,12,2024-11-03,7,Medium,446.36,50,3124.52
100364,3762,121,7,2024-09-22,1,Medium,485.26,80,485.26
100365,6142,42,5,2024-12-08,8,Medium,191.61,38,1532.88
100366,5798,184,7,2024-08-28,9,High,127.67,56,1149.03
100367,2743,45,7,2024-06-03,6,Medium,493.14,37,2958.84
100368,4636,52,7,2024-02-20,3,Medium,454.11,40,1362.33
100369,4426,151,3,2024-12-28,8,Low,280.43,31,2243.44
100370,470,413,5,2024-04-19,3,Medium,436.25,12,1308.75
100371,3831,29,1,2024-02-29,9,Low,80.07,25,720.63
100372,6993,57,6,2024-08-10,5,High,37.59,45,187.95
100373,534,498,4,2024-01-06,4,Medium,51.9,6,207.6
100374,6059,275,2,2024-04-21,7,Medium,64.9,70,454.3
100375,4563,209,3,2024-07-23,2,Medium,29.26,59,58.52
100376,7121,8,3,2024-10-10,6,Low,54.73,69,328.38
100377,4056,434,1,2024-05-23,1,Medium,215.27,60,215.27
100378,6564,391,7,2024-01-17,7,Medium,257.89,27,1805.23
100379,3680,247,10,2024-06-22,8,Low,396.69,3,3173.52
100380,7290,395,3,2024-09-05,8,Low,466.74,47,3733.92
100381,4088,195,7,2024-01-10,4,High,337.1,68,1348.4
100382,762,322,10,2024-06-07,4,High,373.15,2,1492.6
100383,5102,339,10,2024-02-28,3,Low,236.71,63,710.13
100384,891,412,12,2024-08-21,1,Medium,461.21,24,461.21
100385,2356,440,9,2024-05-13,9,Medium,335.13,78,3016.17
100386,1956,28,6,2024-12-05,7,Medium,67.36,66,471.52
100387,2972,345,8,2024-06-25,8,Low,198.11,68,1584.88
100388,6478,331,11,2024-12-26,3,Medium,335.95,17,1007.85
100389,5050,296,11,2024-05-28,4,Low,294.81,40,1179.24
100390,5540,235,1,2024-06-01,4,High,270.98,5,1083.92
100391,7494,130,8,2024-02-05,3,Low,499.86,47,1499.58
100392,7166,76,8,2024-04-16,7,High,281.39,59,1969.73
100393,1673,445,12,2024-06-10,8,High,51.82,48,414.56
100394,2837,233,3,2024-11-23,3,Medium,62.51,3,187.53
100395,4928,230,6,2024-01-14,2,Critical,448.65,74,897.3
100396,4940,332,6,2024-02-18,1,Medium,266.3,60,266.3
100397,3645,370,7,2024-12-08,4,Low,424.76,79,1699.04
100398,2298,409,3,2024-03-16,9,Medium,492.57,35,4433.13
100399,4062,485,10,2024-03-24,5,Critical,329.85,26,1649.25
100400,3167,351,1,2024-02-29,6,Medium,317.58,22,1905.48
100401,1320,310,9,2024-12-09,5,Low,301.86,5,1509.3
100402,184,401,6,2024-06-09,3,Low,292.38,69,877.14
100403,1284,432,5,2024-06-10,6,High,96.43,53,578.58
100404,2847,396,2,2024-09-06,8,Low,286.92,80,2295.36
100405,5787,189,4,2024-10-14,3,Medium,78.03,65,234.09
100406,2234,478,5,2024-08-21,5,High,118.77,32,593.85
100407,4089,2,10,2024-10-11,8,Low,414.96,36,3319.68
100408,1433,336,4,2024-12-23,8,Low,410.13,30,3281.04
100409,3141,65,10,2024-05-05,8,Low,150.0,65,1200.0
100410,6982,52,4,2024-08-28,7,Medium,454.11,40,3178.77
100411,1797,34,11,2024-12-07,4,Critical,353.47,58,1413.88
100412,4723,301,6,2024-07-17,7,Medium,174.94,13,1224.58
100413,7003,240,4,2024-11-22,5,Medium,167.82,9,839.1
100414,2056,129,12,2024-12-25,2,Medium,408.32,26,816.64
100415,3337,243,9,2024-05-21,5,Medium,68.68,35,343.4
100416,783,356,12,2024-01-07,9,Medium,271.4,50,2442.6
100417,1508,308,2,2024-12-02,9,Critical,343.94,60,3095.46
100418,5881,323,5,2024-06-09,8,Low,291.49,78,2331.92
100419,7785,98,3,2024-01-22,6,Low,493.24,42,2959.44
100420,4871,76,8,2024-09-26,3,Low,281.39,59,844.17
100421,5856,312,3,2024-05-08,8,Medium,211.8,58,1694.4
100422,5960,442,8,2024-02-10,4,High,480.92,17,1923.68
100423,5103,365,8,2024-01-29,6,Medium,383.6,7,2301.6
100424,7539,219,2,2024-12-02,5,Medium,100.42,62,502.1
100425,3855,306,11,2024-12-12,6,High,406.84,27,2441.04
